id,Geographic Area Name,Total_population_18_24,Total_18_24_lt_high_school,Total_18_24_high_school_diploma,Total_18_24_associate_degree,Total_18_24_bachelor,Total_population_25_and_over,Total_population_25_lt_9th,Total_25_9_12_no_diploma,Total_25_high_School,Total_population_25_college_no_degree,Total_population_25_associate_degree,Total_population_25 _bachelor,Total_population_25_graduate,Total_25_over_High_school,Total_population_25years_and_over_Bachelor,Total_population_25_34,Total_25_34_High_school,Total_25_34_Bachelor_higher,Total_population_35_44,Total_35_44_high_school_graduate,Total_35_44_bachelor_degree,Total_population_45_64_years,Total_45_64_high_school,Total_45_64_bachelor_degree,Total_population_65_years_over,Total_65_high_school,Total_65_bachelor_degree
310M400US10100,"Aberdeen, SD Micro Area",4294,652,1135,2049,458,28245,1008,1000,8755,5850,3448,5697,2487,26237,8184,5606,5243,1898,4649,4406,1589,10764,10306,3114,7226,6282,1583
310M400US10140,"Aberdeen, WA Micro Area",5171,803,2038,2103,227,51839,1969,3792,17035,15132,5706,5506,2699,46078,8205,8428,7529,993,8289,7196,1399,20515,18297,3388,14607,13056,2425
310M400US10180,"Abilene, TX Metro Area",22201,2699,7417,10364,1721,107411,5195,8794,34612,27056,7860,16140,7754,93422,23894,25176,22652,5159,19402,17141,4283,37959,32936,8604,24874,20693,5848
310M400US10220,"Ada, OK Micro Area",4426,561,1248,2353,264,24796,655,2156,8254,5414,1356,4279,2682,21985,6961,5373,4813,1509,4365,3959,1375,8910,8021,2441,6148,5192,1636
310M400US10260,"Adjuntas, PR Micro Area",1719,302,331,927,159,12554,3082,1452,3173,1678,923,1864,382,8020,2246,2239,1963,619,2131,1558,463,4954,3261,830,3230,1238,334
310M400US10300,"Adrian, MI Micro Area",9302,1208,3001,4623,470,68044,1767,4511,25224,16377,5966,9359,4840,61766,14199,11090,9989,2339,11791,10915,3117,27656,25631,5787,17507,15231,2956
310M400US10380,"Aguadilla-Isabela, PR Metro Area",28878,3287,7382,15609,2600,217176,46548,21297,60055,25733,19705,32991,10847,149331,43838,36819,31457,10055,38680,31603,10078,82582,60520,17191,59095,25751,6514
310M400US10420,"Akron, OH Metro Area",74626,7970,20917,36927,8812,483509,10605,29642,153735,97209,40857,95248,56213,443262,151461,88888,82845,31912,80646,75803,30174,196784,182454,59472,117191,102160,29903
310M400US10460,"Alamogordo, NM Micro Area",7203,972,2327,3311,593,43102,2984,4111,11741,11516,4571,4813,3366,36007,8179,9623,8254,1721,7192,5972,1518,15335,12797,2754,10952,8984,2186
310M400US10500,"Albany, GA Metro Area",15923,3701,4839,6805,578,99771,5002,11528,31512,22610,9304,11466,8349,83241,19815,20210,17339,3331,18309,15938,4429,38329,32776,7936,22923,17188,4119
310M400US10540,"Albany, OR Metro Area",9610,1778,3342,4064,426,85098,2572,6014,25544,25944,8406,11455,5163,76512,16618,16120,14694,3406,14635,13128,3454,32292,29013,5794,22051,19677,3964
310M400US10580,"Albany-Schenectady-Troy, NY Metro Area",99009,8741,26936,46704,16628,606254,15070,31457,160751,101373,74264,122161,101178,559727,223339,112058,106208,48510,104016,97576,44816,244614,226806,85792,145566,129137,44221
310M400US10620,"Albemarle, NC Micro Area",5182,1021,1692,2207,262,42655,1852,4507,14813,9802,4940,4775,1966,36296,6741,7251,6262,1245,7189,6231,1195,16973,14750,2793,11242,9053,1508
310M400US10660,"Albert Lea, MN Micro Area",2029,380,750,775,124,21816,784,1430,8131,4916,2903,2672,980,19602,3652,3462,3003,682,3284,2967,556,8427,7836,1494,6643,5796,920
310M400US10700,"Albertville, AL Micro Area",7847,1526,2925,2995,401,63644,4796,7355,19818,14125,5317,7915,4318,51493,12233,11658,9306,2181,11594,9024,2156,24451,20261,4587,15941,12902,3309
310M400US10740,"Albuquerque, NM Metro Area",82340,14003,23477,39056,5804,620953,27174,44888,152278,148237,52046,109663,86667,548891,196330,129852,115674,36484,114256,100345,37316,234927,209015,74410,141918,123857,48120
310M400US10760,"Alexander City, AL Micro Area",3480,811,1419,1153,97,28582,1534,4047,9402,5782,2573,3426,1818,23001,5244,4290,3493,555,4342,3322,789,11676,9449,2415,8274,6737,1485
310M400US10780,"Alexandria, LA Metro Area",13535,2832,5131,4758,814,102758,4877,10811,39518,22817,5571,12014,7150,87070,19164,20738,18061,3745,19252,16887,3922,39055,32701,6940,23713,19421,4557
310M400US10820,"Alexandria, MN Micro Area",2691,298,596,1575,222,26537,404,914,7857,5532,5083,4840,1907,25219,6747,4321,4021,1214,3942,3800,1248,10088,9814,2478,8186,7584,1807
310M400US10860,"Alice, TX Micro Area",3848,1257,1122,1361,108,25753,2655,3888,9449,4844,1651,2550,716,19210,3266,5304,4584,703,5092,3810,644,9346,7126,1242,6011,3690,677
310M400US10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",77020,8549,25168,35121,8182,579807,21524,38043,199697,100584,53988,103823,62148,520240,165971,100687,92908,33246,99625,91894,34587,234722,215148,66839,144773,120290,31299
310M400US10940,"Alma, MI Micro Area",4663,560,1500,2386,217,28119,946,1699,11374,7527,2635,2416,1522,25474,3938,5310,4897,708,5117,4692,902,10839,9978,1557,6853,5907,771
310M400US10980,"Alpena, MI Micro Area",2075,268,642,1108,57,21069,542,1223,7050,5615,2962,2343,1334,19304,3677,2900,2714,625,3063,2893,470,8711,8365,1581,6395,5332,1001
310M400US11020,"Altoona, PA Metro Area",9927,1099,3724,4041,1063,88518,2024,6005,40191,13960,7918,12371,6049,80489,18420,14857,13743,4062,14284,13378,3787,34859,32207,6825,24518,21161,3746
310M400US11060,"Altus, OK Micro Area",2678,385,1079,1035,179,16206,1347,1437,4480,3852,1707,2145,1238,13422,3383,3725,3224,925,3135,2493,610,5648,4670,1070,3698,3035,778
310M400US11100,"Amarillo, TX Metro Area",25545,3857,8215,11978,1495,169856,10193,14690,45076,44155,14807,27883,13052,144973,40935,38813,34111,8383,33666,28372,8638,62301,53382,14500,35076,29108,9414
310M400US11140,"Americus, GA Micro Area",4807,683,1480,2391,253,22465,1499,2718,7535,4656,2069,2133,1855,18248,3988,4296,3710,842,3911,3255,645,8556,7247,1530,5702,4036,971
310M400US11180,"Ames, IA Metro Area",30414,525,4954,21902,3033,50291,405,1069,9002,9072,5029,14139,11575,48817,25714,12847,12599,7325,9152,8777,5690,17320,16870,8076,10972,10571,4623
310M400US11220,"Amsterdam, NY Micro Area",3928,797,1404,1480,247,34213,1606,3246,12028,6715,4642,3407,2569,29361,5976,6248,5165,1192,5600,4766,1154,13400,11956,2595,8965,7474,1035
310M400US11260,"Anchorage, AK Metro Area",39862,5037,15612,16501,2712,258415,6182,10753,67134,69587,22967,51184,30608,241480,81792,66214,62139,18335,51621,49170,17998,100058,93897,32071,40522,36274,13388
310M400US11380,"Andrews, TX Micro Area",1689,236,923,491,39,10610,1431,1264,3898,2161,753,705,398,7915,1103,2680,2061,137,2193,1908,372,3894,2825,327,1843,1121,267
310M400US11420,"Angola, IN Micro Area",3645,667,1416,1297,265,23651,745,1595,9048,5063,2321,3119,1760,21311,4879,3517,3214,845,3711,3352,965,9938,9073,1701,6485,5672,1368
310M400US11460,"Ann Arbor, MI Metro Area",69233,3622,12223,40275,13113,227170,3309,7491,33896,40809,16242,59475,65948,216370,125423,51976,50295,32580,41902,40056,24853,86014,82300,45316,47278,43719,22674
310M400US11500,"Anniston-Oxford-Jacksonville, AL Metro Area",10767,1437,3475,5108,747,79135,4012,8608,25653,20474,6169,8060,6159,66515,14219,15017,13302,2729,13845,11795,2994,30887,26142,5084,19386,15276,3412
310M400US11540,"Appleton, WI Metro Area",20021,2470,6641,8926,1984,158138,3454,6393,50877,31463,20281,32584,13086,148291,45670,29762,28335,9946,30470,28991,11405,65312,62174,17796,32594,28791,6523
310M400US11580,"Arcadia, FL Micro Area",3336,1062,1661,571,42,25918,3894,3189,11171,3531,1167,2119,847,18835,2966,5185,3614,357,4374,2736,295,8599,6271,929,7760,6214,1385
310M400US11620,"Ardmore, OK Micro Area",3996,994,1556,1145,301,32137,1170,2876,11696,7473,2297,4030,2595,28091,6625,6112,5470,1111,6035,5355,1484,12176,10545,2387,7814,6721,1643
310M400US11640,"Arecibo, PR Metro Area",17749,1548,4090,10340,1771,129809,23019,11748,36390,15068,14681,22077,6826,95042,28903,22372,19811,6172,23402,20103,6701,48254,37476,11661,35781,17652,4369
310M400US11660,"Arkadelphia, AR Micro Area",4944,222,866,3474,382,13175,450,972,4021,2997,1093,2330,1312,11753,3642,2113,2008,636,2299,1993,618,5170,4818,1630,3593,2934,758
310M400US11680,"Arkansas City-Winfield, KS Micro Area",3663,437,1049,1965,212,23425,757,1613,7201,6358,2778,3112,1606,21055,4718,4211,3720,564,4049,3705,851,8895,8041,1879,6270,5589,1424
310M400US11700,"Asheville, NC Metro Area",33929,4197,11821,14663,3248,330742,10740,22211,80745,70059,31814,71794,43379,297791,115173,55005,50435,18390,55988,50125,21711,123919,112742,41401,95830,84489,33671
310M400US11740,"Ashland, OH Micro Area",5889,791,1978,2856,264,35419,1325,2708,15148,6131,2639,4719,2749,31386,7468,5752,5208,1499,5706,5050,1288,14381,13061,2837,9580,8067,1844
310M400US11780,"Ashtabula, OH Micro Area",7725,1881,3502,2043,299,68500,3193,6415,30434,13450,5342,6324,3342,58892,9666,11111,9390,1561,11303,9763,1965,28349,24914,3819,17737,14825,2321
310M400US11820,"Astoria, OR Micro Area",3116,685,1005,1299,127,27935,754,1603,7019,9003,2688,4230,2638,25578,6868,4539,4117,887,4530,4115,1134,10851,9995,2721,8015,7351,2126
310M400US11860,"Atchison, KS Micro Area",2437,176,724,1320,217,10065,212,549,3785,2476,835,1406,802,9304,2208,1727,1624,321,1567,1534,453,4043,3871,806,2728,2275,628
310M400US11900,"Athens, OH Micro Area",19492,439,4207,13866,980,36640,869,2958,12773,6103,3045,4962,5930,32813,10892,8229,7567,3169,6427,6031,2100,14020,12501,3636,7964,6714,1987
310M400US11940,"Athens, TN Micro Area",4251,639,1936,1577,99,37212,2034,3631,15867,6903,2897,3877,2003,31547,5880,6005,5420,1223,6415,5634,1184,14684,12853,2173,10108,7640,1300
310M400US11980,"Athens, TX Micro Area",6401,1327,2703,2156,215,56575,3543,5774,19091,14081,3780,6846,3460,47258,10306,8568,7456,1246,8690,7190,1504,21917,18377,4035,17400,14235,3521
310M400US12020,"Athens-Clarke County, GA Metro Area",39764,2351,8101,24384,4928,124111,5680,10104,30832,21049,9053,23442,23951,108327,47393,29086,26486,12633,24723,21590,10131,44908,39241,16181,25394,21010,8448
310M400US12060,"Atlanta-Sandy Springs-Roswell, GA Metro Area",531916,81298,165575,223532,61511,3805068,160602,249052,917016,757047,282965,899612,538774,3395414,1438386,812796,732031,319621,820618,732474,341682,1505882,1364087,575383,665772,566822,201700
310M400US12100,"Atlantic City-Hammonton, NJ Metro Area",24978,3003,7966,11607,2402,185383,9461,14843,59511,37325,13507,33951,16785,161079,50736,31849,28803,9503,30647,25902,8854,77428,69092,21566,45459,37282,10813
310M400US12120,"Atmore, AL Micro Area",3035,723,1110,1145,57,25965,1230,3562,11546,4496,1844,2079,1208,21173,3287,4982,4042,558,4802,3880,533,9705,8126,1236,6476,5125,960
310M400US12140,"Auburn, IN Micro Area",3513,754,1496,949,314,28705,608,2192,12002,5916,2905,3481,1601,25905,5082,5163,4819,1102,5116,4823,1078,11814,10667,1888,6612,5596,1014
310M400US12180,"Auburn, NY Micro Area",6715,1158,2207,2925,425,55526,1704,5108,18306,10503,7512,7451,4942,48714,12393,9646,8228,2325,9011,8046,2207,23010,20706,5027,13859,11734,2834
310M400US12220,"Auburn-Opelika, AL Metro Area",30097,1837,6031,18908,3321,94988,2783,6266,22855,22166,8541,18645,13732,85939,32377,22867,21211,8381,19236,17844,6932,35146,32225,11854,17739,14659,5210
310M400US12260,"Augusta-Richmond County, GA-SC Metro Area",55776,8511,21670,21601,3994,399302,16186,37560,123027,86590,34975,62827,38137,345556,100964,83741,73796,22269,72811,63949,19222,153440,135636,38054,89310,72175,21419
310M400US12300,"Augusta-Waterville, ME Micro Area",10403,1210,3562,4670,961,87317,3020,4200,28737,18493,9245,14553,9069,80097,23622,13689,12938,4345,13987,13288,4176,36710,33950,9197,22931,19921,5904
310M400US12380,"Austin, MN Micro Area",3065,762,888,1203,212,26598,1633,1840,8400,5710,3242,3917,1856,23125,5773,4688,3945,1128,4696,4006,1309,9958,8908,1967,7256,6266,1369
310M400US12420,"Austin-Round Rock, TX Metro Area",202674,23416,54521,98918,25819,1368803,72609,68858,261414,276684,87826,387378,214034,1227336,601412,358947,328140,164169,318255,284155,149695,481993,432319,202995,209608,182722,84553
310M400US12460,"Bainbridge, GA Micro Area",2439,469,1161,750,59,17797,1289,1983,6428,3959,1546,1509,1083,14525,2592,3426,2862,314,3170,2699,533,6980,5793,1024,4221,3171,721
310M400US12540,"Bakersfield, CA Metro Area",93203,15494,38700,35520,3489,532100,72415,67169,147239,121060,38465,57030,28722,392516,85752,135500,109835,18939,110974,78976,19039,193621,137269,30831,92005,66436,16943
310M400US12580,"Baltimore-Columbia-Towson, MD Metro Area",251557,27448,78436,111412,34261,1925890,59361,120137,491068,366342,128850,425220,334912,1746392,760132,404429,374049,177714,348760,322995,163088,760389,699094,289900,412312,350254,129430
310M400US12620,"Bangor, ME Metro Area",16320,1527,3866,9305,1622,107392,2876,6170,36073,21984,11148,18433,10708,98346,29141,20074,18972,6732,17093,16325,5601,43788,40478,10999,26437,22571,5809
310M400US12660,"Baraboo, WI Micro Area",4779,744,1778,1850,407,44239,1174,2952,15237,9323,5010,7256,3287,40113,10543,7600,6978,1982,7768,7201,2185,17689,16194,4237,11182,9740,2139
310M400US12680,"Bardstown, KY Micro Area",3918,325,1885,1569,139,30492,1136,2154,11805,7096,3065,3158,2078,27202,5236,5436,5072,1158,5729,5512,1185,12718,11387,1718,6609,5231,1175
310M400US12700,"Barnstable Town, MA Metro Area",15241,1819,5330,5466,2626,165336,2262,5186,40194,31666,15233,40509,30286,157888,70795,18726,17817,5997,19023,18112,7480,65358,62518,27408,62229,59441,29910
310M400US12740,"Barre, VT Micro Area",5426,678,1782,2535,431,41815,671,2070,11410,6854,3471,9782,7557,39074,17339,6433,5982,2628,7151,6793,3229,17429,16419,7261,10802,9880,4221
310M400US12780,"Bartlesville, OK Micro Area",4109,640,1702,1498,269,35529,725,2575,12036,7304,2733,6966,3190,32229,10156,6549,6086,1743,5882,5363,1739,13217,12018,3877,9881,8762,2797
310M400US12820,"Bastrop, LA Micro Area",2399,456,1299,554,90,17299,1262,2256,7641,2782,1109,1899,350,13781,2249,2935,2408,492,2920,2331,370,6853,5705,824,4591,3337,563
310M400US12860,"Batavia, NY Micro Area",4913,506,1913,1981,513,41265,638,2639,15105,7966,6026,5202,3689,37988,8891,7081,6618,1985,6380,5999,1623,17351,16321,3579,10453,9050,1704
310M400US12900,"Batesville, AR Micro Area",3216,255,906,1857,198,25151,1315,2262,9016,5790,2014,3048,1706,21574,4754,4491,4049,759,4561,4189,1014,9701,8559,1918,6398,4777,1063
310M400US12940,"Baton Rouge, LA Metro Area",95508,13365,26759,46664,8720,536976,20399,46193,172315,116634,32483,96794,52158,470384,148952,119400,106238,36918,104452,93324,33564,203689,179813,52108,109435,91009,26362
310M400US12980,"Battle Creek, MI Metro Area",12253,1548,4574,5418,713,91073,2400,5723,33106,22574,7952,12903,6415,82950,19318,16172,14506,2994,15844,14795,4246,36264,33654,7493,22793,19995,4585
310M400US13020,"Bay City, MI Metro Area",8246,1135,2880,3598,633,74892,2124,5654,26000,18555,8386,9600,4573,67114,14173,12624,11518,2891,12065,10937,2697,30146,27667,5569,20057,16992,3016
310M400US13060,"Bay City, TX Micro Area",3074,482,1289,1226,77,24144,2959,2291,7643,5383,1840,2881,1147,18894,4028,4636,3758,952,4015,3017,530,9593,7654,1397,5900,4465,1149
310M400US13100,"Beatrice, NE Micro Area",1499,183,589,582,145,15300,716,855,5384,3416,1833,2251,845,13729,3096,2290,2131,631,2497,2281,741,6114,5554,1116,4399,3763,608
310M400US13140,"Beaumont-Port Arthur, TX Metro Area",38118,5995,14671,15325,2127,272894,15755,24039,95820,67016,21922,33928,14414,233100,48342,56181,50149,10662,51530,44125,9742,104869,89697,17101,60314,49129,10837
310M400US13180,"Beaver Dam, WI Micro Area",6560,1032,2670,2446,412,62894,1612,4063,26242,13719,6877,7317,3064,57219,10381,10785,9981,1963,10886,10087,2176,26597,24515,4290,14626,12636,1952
310M400US13220,"Beckley, WV Metro Area",8969,1078,3913,3400,578,86340,4359,8931,35577,16384,6291,9680,5118,73050,14798,13989,12631,2989,15498,13989,3065,33273,28534,5825,23580,17896,2919
310M400US13260,"Bedford, IN Micro Area",3367,584,1324,1242,217,32142,1194,2494,13939,6114,3405,3110,1886,28454,4996,5136,4654,896,5424,5046,980,12803,11565,1926,8779,7189,1194
310M400US13300,"Beeville, TX Micro Area",3501,777,1426,1255,43,22241,2432,3419,7751,4982,1398,1376,883,16390,2259,5676,4106,450,4790,3803,321,7896,5884,830,3879,2597,658
310M400US13340,"Bellefontaine, OH Micro Area",3539,635,1694,944,266,31078,746,1959,15215,5675,2501,3405,1577,28373,4982,5068,4800,934,5414,5004,994,12884,11825,1912,7712,6744,1142
310M400US13380,"Bellingham, WA Metro Area",31203,2560,7340,18442,2861,142652,3673,7331,33282,34337,15683,31589,16757,131648,48346,28586,26141,9355,25352,23443,9533,53218,49268,16892,35496,32796,12566
310M400US13420,"Bemidji, MN Micro Area",6312,810,1644,3299,559,28164,558,1879,7906,6481,3433,4878,3029,25727,7907,5752,5118,1483,4876,4574,1592,10548,9668,2733,6988,6367,2099
310M400US13460,"Bend-Redmond, OR Metro Area",12488,1736,3793,5605,1354,130615,2364,6088,29183,35286,13020,28547,16127,122163,44674,23182,21795,7594,23738,21597,8798,49193,46486,16149,34502,32285,12133
310M400US13500,"Bennettsville, SC Micro Area",2253,571,1001,672,9,19348,1494,3168,8001,3469,1402,1136,678,14686,1814,3886,3001,327,3541,2759,253,7381,5899,831,4540,3027,403
310M400US13540,"Bennington, VT Micro Area",3413,337,1253,1593,230,25587,475,1604,7495,4904,1964,5562,3583,23508,9145,3347,3036,1112,3449,3278,1244,10885,10052,3650,7906,7142,3139
310M400US13620,"Berlin, NH-VT Micro Area",2641,416,1078,924,223,29158,1147,2301,11946,5488,3124,3429,1723,25710,5152,3974,3609,671,4222,3890,887,12232,11077,2143,8730,7134,1451
310M400US13660,"Big Rapids, MI Micro Area",8372,619,1958,5311,484,26807,804,2024,9700,5691,2714,3476,2398,23979,5874,4573,3983,904,4059,3707,1100,10516,9525,2326,7659,6764,1544
310M400US13700,"Big Spring, TX Micro Area",3901,942,1379,1448,132,25846,2323,3130,8565,6871,1684,2318,955,20393,3273,5730,4692,627,5407,4346,617,9940,7760,1353,4769,3595,676
310M400US13720,"Big Stone Gap, VA Micro Area",4973,533,2003,2163,274,41367,4177,5993,13215,8849,3557,3467,2109,31197,5576,7654,6666,1265,7271,6198,1432,16066,12072,1981,10376,6261,898
310M400US13740,"Billings, MT Metro Area",13557,1969,5692,4894,1002,116263,1971,5281,35186,27689,10089,25309,10738,109011,36047,22924,21621,6783,20640,19625,7283,44511,42248,14197,28188,25517,7784
310M400US13780,"Binghamton, NY Metro Area",31302,3180,8287,15552,4283,163689,4217,11288,52628,29781,20452,25740,19583,148184,45323,26882,24586,9328,25352,23524,7687,66399,60477,18050,45056,39597,10258
310M400US13820,"Birmingham-Hoover, AL Metro Area",98634,12839,33622,42925,9248,783026,28561,62396,221778,172518,65650,145969,86154,692069,232123,156071,140955,52196,147983,132790,51039,302965,270771,86561,176007,147553,42327
310M400US13900,"Bismarck, ND Metro Area",11730,1133,3849,5321,1427,88288,2662,3461,22476,18868,12387,20793,7641,82165,28434,19302,18295,7522,16150,15570,6453,33126,31611,9849,19710,16689,4610
310M400US13940,"Blackfoot, ID Micro Area",4100,513,1910,1546,131,27164,1664,1722,8153,7514,2492,3921,1698,23778,5619,5166,4726,1231,5489,4928,1400,10275,8854,1802,6234,5270,1186
310M400US13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",39702,1078,6882,26783,4959,112613,4212,7355,30957,22012,9832,19995,18250,101046,38245,22990,21792,10258,19183,17649,7860,42844,38762,13373,27596,22843,6754
310M400US14010,"Bloomington, IL Metro Area",31568,2331,4799,21251,3187,116459,1953,3390,30585,22043,9045,32439,17004,111116,49443,24713,24007,12056,22737,21902,11285,44843,43143,18421,24166,22064,7681
310M400US14020,"Bloomington, IN Metro Area",40606,1697,6380,26799,5730,98190,2439,6301,24569,17879,7157,21027,18818,89450,39845,23248,21766,11767,17459,16228,7807,35871,32762,12879,21612,18694,7392
310M400US14100,"Bloomsburg-Berwick, PA Metro Area",11796,973,3375,6470,978,57276,1434,4207,24496,8235,4627,8564,5713,51635,14277,9246,8648,3355,8991,8412,2939,23119,21244,5122,15920,13331,2861
310M400US14140,"Bluefield, WV-VA Micro Area",8404,1138,2848,3857,561,73628,5228,7224,28196,14069,5639,8627,4645,61176,13272,11795,10730,2920,12057,10864,2328,28470,24191,5205,21306,15391,2819
310M400US14180,"Blytheville, AR Micro Area",3909,570,1902,1268,169,27522,2001,3304,10630,6168,1898,2180,1341,22217,3521,5585,5073,746,5142,4295,711,10767,8747,1201,6028,4102,863
310M400US14220,"Bogalusa, LA Micro Area",3800,662,1835,1178,125,31448,2379,4747,13475,5661,1497,2525,1164,24322,3689,5574,4331,596,5657,4662,775,12246,9474,1444,7971,5855,874
310M400US14260,"Boise City, ID Metro Area",61432,7465,22369,26928,4670,452892,14518,23595,118812,114504,40998,94900,45565,414779,140465,95534,88089,28233,93200,85227,33477,168714,154898,51330,95444,86565,27425
